embedding,model,accuracy,precision,recall,f1,kappa,miou,bc,sc,scs,impervi,agricult,forest,wetlands,soil,water
emb_kmeans_quantile_256,NaiveBayes,35.42867900407599,37.08269106215491,47.12509722959787,41.50507826626628,22.240718236414587,17.866197020143602,4.7222998405620205,9.38019643167765,7.051248136119835,10.37162221021824,15.845232611696872,39.461152776957945,2.1025300022158566,6.375037972485299,33.04160654728741
emb_kmeans_quantile_256,Majority,47.53405046166778,,16.666666666666664,,0.0,7.92234174361095,0.0,6.1022047294428,3.0511023647214,0.0,0.0,47.5340504616657,0.0,0.0,0.0
emb_kmeans_quantile_64,KNN,78.09387463826172,66.95618368608108,64.96889646479435,65.94757207050881,67.02250044992695,52.04387641119864,11.176208120742007,35.56701721591861,23.371612668330307,24.770370370352023,47.87795639594146,74.86079033124982,26.517571884862996,57.65275475142872,80.58381473335689
emb_kmeans_quantile_64,WeightedKNN,78.3232856561199,68.98885121411723,60.338409703388194,64.37432510348707,66.77807596688315,50.08144101895823,11.437447048853564,33.309021500544404,22.373234274698984,24.946859903357534,46.186117467567314,74.78442442287036,18.24254881799465,57.82251331678589,78.5061821851736
emb_kmeans_quantile_64,HoeffdingTree,64.35898446221941,47.277686955557215,44.37840968170474,45.78219316540563,44.04752159976845,33.058463353529106,6.200785603360519,20.173874119075272,13.187329861217895,9.419966038064688,11.240776257188427,61.04698811637337,8.156929156059393,39.462899720579586,69.02322083290917
emb_kmeans_quantile_64,HoeffdingAdaptiveTree,54.51488763676005,41.20652569120207,46.85567575257363,43.849905521832184,32.63949272867896,27.199689161005853,4.796735040016325,17.673400510308202,11.235067775162264,15.8991357878474,23.158570300152263,53.55897476309268,6.249237153660137,23.33549833947827,40.99671862180435
emb_kmeans_quantile_64,EFDT,66.31116715044372,51.4997136920668,45.61453254983675,48.378800380379886,46.61396515766402,34.71359555074727,6.636907418979264,22.088411931585807,14.362659675282536,12.751558325901376,13.8312586445321,62.76811468113591,9.739130434740265,40.89381384978415,68.29769736838985
emb_kmeans_quantile_64,NaiveBayes,34.599909811699085,36.22287481082056,46.30047508651573,40.646345908808314,21.252768148818085,16.950980777285064,4.687376491976178,9.378146970664051,7.032761731320115,10.391242863875,15.531953195316737,38.70349858840255,2.1471360301534133,4.918725238871342,30.01332874709132
emb_kmeans_quantile_64,Majority,47.53405046166778,,16.666666666666664,,0.0,7.92234174361095,0.0,6.1022047294428,3.0511023647214,0.0,0.0,47.5340504616657,0.0,0.0,0.0
emb_kmeans_robust_128,KNN,78.9357780492183,68.15764044325442,66.12170643777627,67.12423909647458,68.28883123449447,53.313485849573574,11.47646940011887,37.25045242543477,24.363460912776823,26.01675092429939,50.06649338087104,75.65954199686222,27.75735294104891,58.75137467218645,81.62940118217341
emb_kmeans_robust_128,WeightedKNN,79.07675199530671,70.55145542591941,61.661963416050526,65.8078627952579,67.97669648724602,51.4669695465474,12.013900785587232,34.21456724226834,23.114234013927785,26.02302408820158,48.22996137515618,75.5467320643018,20.57441253252964,58.84797045348925,79.57971676560601
emb_kmeans_robust_128,HoeffdingTree,64.08798175219232,45.85553072804843,42.72995994399615,44.237605421731544,43.10225661441797,32.01421273490277,6.255506607928456,18.177204710561572,12.216355659245014,9.777290366112892,9.08022333235084,61.47382158861231,5.988564550087306,38.152248541018906,67.61312803123435
emb_kmeans_robust_128,HoeffdingAdaptiveTree,55.34321902185096,42.44926492016301,50.473763213770475,46.11503067013158,35.554546463035685,29.106454457064498,5.729219270780006,20.0172693691881,12.873244319984051,15.8896712010336,19.717210885957556,55.51958698154285,5.9115798012513565,25.66863114405181,51.93204672854982
